partner,#_occurences,labs_found_in,cells_found_in,partners
MAP1LC3B,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['ZNF821', 'ZNF821', 'ZNF821']"
BRIP1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['VMP1', 'VMP1', 'VMP1']"
DDX42,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['PITPNC1', 'PITPNC1', 'PITPNC1']"
RAB22A,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['PHACTR3', 'PHACTR3', 'PHACTR3']"
EZR,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['OSTCP1', 'OSTCP1', 'OSTCP1']"
TTC6,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['MIPOL1', 'MIPOL1', 'MIPOL1']"
TOX3,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['GNAO1', 'GNAO1', 'GNAO1']"
MTMR4,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['CUEDC1', 'CUEDC1', 'CUEDC1']"
SUPT4H1,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['CEP112', 'CEP112', 'CEP112']"
CDYL,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['CDKAL1', 'CDKAL1', 'CDKAL1']"
TMEM104,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['CDK12', 'CDK12', 'CDK12']"
CMTM4,3,"['ccle', 'gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'MDA-MB-361']","['AKR1C4', 'AKR1C4', 'AKR1C4']"
GPHN,3,"['ccle', 'gcsi', 'gdsc']","['LS-180', 'LS-180', 'LS-180']","['MPP5', 'MPP5', 'MPP5']"
CDK13,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['SUGCT', 'SUGCT', 'SUGCT']"
UPF3A,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['CDC16', 'CDC16', 'CDC16']"
ABL1,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['BCR', 'BCR', 'BCR']"
BCR,3,"['ccle', 'gcsi', 'gdsc']","['KU812', 'KU812', 'KU812']","['ABL1', 'ABL1', 'ABL1']"
HSD17B4,3,"['ccle', 'gcsi', 'gdsc']","['KNS-62', 'KNS-62', 'KNS-62']","['TNFAIP8', 'TNFAIP8', 'TNFAIP8']"
SMG1P3,3,"['ccle', 'gcsi', 'gdsc']","['KNS-62', 'KNS-62', 'KNS-62']","['GNPTG', 'GNPTG', 'GNPTG']"
LPP,3,"['ccle', 'gcsi', 'gdsc']","['KNS-62', 'KNS-62', 'KNS-62']","['AC022498.1', 'AC022498.1', 'AC022498.1']"
TBC1D5,3,"['ccle', 'gcsi', 'gdsc']","['KARPAS-620', 'KARPAS-620', 'KARPAS-620']","['PLCL2-AS1', 'PLCL2-AS1', 'PLCL2-AS1']"
SMARCC1,3,"['ccle', 'gcsi', 'gdsc']","['KARPAS-620', 'KARPAS-620', 'KARPAS-620']","['PACS2', 'PACS2', 'PACS2']"
MAP7,3,"['ccle', 'gcsi', 'gdsc']","['HT55', 'HT55', 'HT55']","['MAP3K5', 'MAP3K5', 'MAP3K5']"
RABEP1,3,"['ccle', 'gcsi', 'gdsc']","['HT55', 'HT55', 'HT55']","['ALG14', 'ALG14', 'ALG14']"
USP6NL,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['UPF2', 'UPF2', 'UPF2']"
ABHD12,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['PYGB', 'PYGB', 'PYGB']"
FAM120B,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['PRKN', 'PRKN', 'PRKN']"
ATP2C1,3,"['ccle', 'gcsi', 'gdsc']","['HT-29', 'HT-29', 'HT-29']","['LINC01208', 'LINC01208', 'LINC01208']"
PACSIN2,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['TTLL1', 'TTLL1', 'TTLL1']"
GPRC5A,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['RPL13AP20', 'RPL13AP20', 'RPL13AP20']"
ST14,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['LINC01184', 'LINC01184', 'LINC01184']"
FLOT1,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['LINC00243', 'LINC00243', 'LINC00243']"
CREBL2,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['FAM234B', 'FAM234B', 'FAM234B']"
SLC12A2,3,"['ccle', 'gcsi', 'gdsc']","['HT-115', 'HT-115', 'HT-115']","['CCDC192', 'CCDC192', 'CCDC192']"
MBTD1,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['UTP18', 'UTP18', 'UTP18']"
PRMT3,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['RBM4B', 'RBM4B', 'RBM4B']"
GGA3,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['NUP85', 'NUP85', 'NUP85']"
FRK,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['NT5DC1', 'NT5DC1', 'NT5DC1']"
PLAUR,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['LYPD5', 'LYPD5', 'LYPD5']"
UBA2,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['GPI', 'GPI', 'GPI']"
NT5DC1,3,"['ccle', 'gcsi', 'gdsc']","['HCT-15', 'HCT-15', 'HCT-15']","['FRK', 'FRK', 'FRK']"
SPAG9,3,"['ccle', 'gcsi', 'gdsc']","['HCT-116', 'HCT-116', 'HCT-116']","['MBTD1', 'MBTD1', 'MBTD1']"
TCF7L2,3,"['ccle', 'gcsi', 'gdsc']","['HCT-116', 'HCT-116', 'HCT-116']","['AL158212.1', 'AL158212.1', 'AL158212.1']"
RFT1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['UQCRC2', 'UQCRC2', 'UQCRC2']"
LDLRAD3,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['TCP11L1', 'TCP11L1', 'TCP11L1']"
RPA1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['SMYD4', 'SMYD4', 'SMYD4']"
FAM222B,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['SEZ6', 'SEZ6', 'SEZ6']"
GALNT18,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['SBF2', 'SBF2', 'SBF2']"
GPR39,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['NCKAP5', 'NCKAP5', 'NCKAP5']"
PTPRJ,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['LPXN', 'LPXN', 'LPXN']"
TXNDC11,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['LITAF', 'LITAF', 'LITAF']"
CDCA5,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['LINC01986', 'LINC01986', 'LINC01986']"
BABAM2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['DPYSL5', 'DPYSL5', 'DPYSL5']"
AC010642.2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['DPRX', 'DPRX', 'DPRX']"
POLA2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['CAPN1', 'CAPN1', 'CAPN1']"
TAX1BP1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['AHCY', 'AHCY', 'AHCY']"
HBEGF,3,"['ccle', 'gcsi', 'gdsc']","['HCC1806', 'HCC1806', 'HCC1806']","['AC008438.2', 'AC008438.2', 'AC008438.2']"
PUM1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['TRERF1', 'TRERF1', 'TRERF1']"
POFUT1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['TM9SF4', 'TM9SF4', 'TM9SF4']"
CTNND1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['SMTNL1', 'SMTNL1', 'SMTNL1']"
PPFIBP1,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['SMCO2', 'SMCO2', 'SMCO2']"
ALDOA,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['SHISA9', 'SHISA9', 'SHISA9']"
CTCF,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['SCUBE2', 'SCUBE2', 'SCUBE2']"
SEC22B,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['NOTCH2', 'NOTCH2', 'NOTCH2']"
AGPAT5,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['MCPH1', 'MCPH1', 'MCPH1']"
KMT2E,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['LHFPL3', 'LHFPL3', 'LHFPL3']"
MIA2,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['GEMIN2', 'GEMIN2', 'GEMIN2']"
KLK5,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['CDH23', 'CDH23', 'CDH23']"
ANKRD40,3,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['ANKRD40CL', 'ANKRD40CL', 'ANKRD40CL']"
AC245140.2,3,"['ccle', 'gcsi', 'gdsc']","['DU-145', 'DU-145', 'DU-145']","['TKTL1', 'TKTL1', 'TKTL1']"
CASP7,3,"['ccle', 'gcsi', 'gdsc']","['DU-145', 'DU-145', 'DU-145']","['PLEKHS1', 'PLEKHS1', 'PLEKHS1']"
SLC29A4,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['TRRAP', 'TRRAP', 'TRRAP']"
MAFK,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['SLC29A4', 'SLC29A4', 'SLC29A4']"
ST7,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['BAIAP2L1', 'BAIAP2L1', 'BAIAP2L1']"
MYO1D,3,"['ccle', 'gcsi', 'gdsc']","['COLO-741', 'COLO-741', 'COLO-741']","['ASIC2', 'ASIC2', 'ASIC2']"
DPP3,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['SLC46A1', 'SLC46A1', 'SLC46A1']"
BRCA2,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['N4BP2L2', 'N4BP2L2', 'N4BP2L2']"
AP003327.2,3,"['ccle', 'gcsi', 'gdsc']","['C2BBe1', 'C2BBe1', 'C2BBe1']","['AP003500.1', 'AP003500.1', 'AP003500.1']"
PRKCH,3,"['ccle', 'gcsi', 'gcsi']","['ZR-75-30', 'HCT-15', 'ZR-75-30']","['AL355916.1', 'AL355916.1', 'AL355916.1']"
CMC2,3,"['ccle', 'gcsi', 'gcsi']","['SW620', 'SW620', 'HT55']","['ARLNC1', 'ARLNC1', 'ARLNC1']"
LINC00511,3,"['ccle', 'gcsi', 'gcsi']","['HCT-116', 'SW1463', 'HCT-116']","['SLC39A11', 'SLC39A11', 'SLC39A11']"
OR51S1,3,"['ccle', 'gcsi', 'gcsi']","['HCC1187', 'LS-180', 'HCC1187']","['TP53I11', 'TP53I11', 'TP53I11']"
FSIP1,2,"['gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30']","['AC013652.1', 'AC013652.1']"
SWAP70,2,"['gcsi', 'gdsc']","['YAPC', 'YAPC']","['WEE1', 'WEE1']"
TMEM120B,2,"['gcsi', 'gdsc']","['YAPC', 'YAPC']","['ORAI1', 'ORAI1']"
CAMTA1,2,"['gcsi', 'gdsc']","['YAPC', 'YAPC']","['MRPS18A', 'MRPS18A']"
SCLT1,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['LINC02428', 'LINC02428']"
HACD2,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['HIP1', 'HIP1']"
AKAP2,2,"['gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2']","['ACTG1', 'ACTG1']"
ARID1A,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['WDTC1', 'WDTC1']"
GTF2IP20,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['SUSD4', 'SUSD4']"
MLLT6,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['PLXDC1', 'PLXDC1']"
GPC6,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['PCDH9-AS2', 'PCDH9-AS2']"
AKT3,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['P2RX5-TAX1BP3', 'P2RX5-TAX1BP3']"
SUZ12P1,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['MYO18A', 'MYO18A']"
C1orf21,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['AL136372.2', 'AL136372.2']"
GRB7,2,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['AL035410.2', 'AL035410.2']"
AC097374.1,2,"['gcsi', 'gdsc']","['U-266', 'U-266']","['CYP4F32P', 'CYP4F32P']"
MED28,2,"['gcsi', 'gdsc']","['U-266', 'U-266']","['AC097512.1', 'AC097512.1']"
TAB2,2,"['gcsi', 'gdsc']","['SW837', 'SW837']","['PPP1R14C', 'PPP1R14C']"
USP54,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['VSTM4', 'VSTM4']"
RBM6,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['DOCK3', 'DOCK3']"
PPP1R12A,2,"['gcsi', 'gdsc']","['SW780', 'SW780']","['AC027288.3', 'AC027288.3']"
LRCH1,2,"['gcsi', 'gdsc']","['SW403', 'SW403']","['UBE2L5', 'UBE2L5']"
TNIP2,2,"['gcsi', 'gdsc']","['SW403', 'SW403']","['NOP14-AS1', 'NOP14-AS1']"
PRSS3,2,"['gcsi', 'gdsc']","['SW403', 'SW403']","['AL356489.4', 'AL356489.4']"
CLTC,2,"['gcsi', 'gdsc']","['SW1573', 'SW1573']","['VMP1', 'VMP1']"
VRK3,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['LIPE-AS1', 'LIPE-AS1']"
SUPT20H,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['CHMP1B2P', 'CHMP1B2P']"
UBE2N,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['AC124947.1', 'AC124947.1']"
AC108865.1,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['AC110772.2', 'AC110772.2']"
NAP1L1,2,"['gcsi', 'gdsc']","['SW1463', 'SW1463']","['AC078923.1', 'AC078923.1']"
ZNF462,2,"['gcsi', 'gdsc']","['SW1116', 'SW1116']","['SMC2', 'SMC2']"
AC104035.1,2,"['gcsi', 'gdsc']","['SW1116', 'SW1116']","['SLCO3A1', 'SLCO3A1']"
PARGP1,2,"['gcsi', 'gdsc']","['SW1116', 'SW1116']","['MARCH8', 'MARCH8']"
REV3L,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['TRERF1', 'TRERF1']"
ARHGEF40,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['DHX30', 'DHX30']"
RNF41,2,"['gcsi', 'gdsc']","['SUIT-2', 'SUIT-2']","['AC121758.1', 'AC121758.1']"
CIRBP-AS1,2,"['gcsi', 'gdsc']","['SR', 'SR']","['SBNO2', 'SBNO2']"
TMC5,2,"['gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A']","['TMC7', 'TMC7']"
TBC1D3D,2,"['gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A']","['SMYD3', 'SMYD3']"
AC069114.1,2,"['gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A']","['LINC01899', 'LINC01899']"
NBEAP1,2,"['gcsi', 'gdsc']","['MDST8', 'MDST8']","['IGH@-ext', 'IGH@-ext']"
STRADA,2,"['gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361']","['MED13', 'MED13']"
MARVELD3,2,"['gcsi', 'gdsc']","['MDA-MB-361', 'MDA-MB-361']","['GALNS', 'GALNS']"
DMPK,2,"['gcsi', 'gdsc']","['HT-115', 'HT-115']","['RSPH6A', 'RSPH6A']"
CFD,2,"['gcsi', 'gdsc']","['HT-115', 'HT-115']","['LINC01836', 'LINC01836']"
FYN,2,"['gcsi', 'gdsc']","['HCT-15', 'HCT-15']","['KRT18P65', 'KRT18P65']"
RIF1,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['PKD1L1', 'PKD1L1']"
REEP5,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['MCC', 'MCC']"
HS6ST2,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['GPC3', 'GPC3']"
HIRA,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['ARVCF', 'ARVCF']"
MTDH,2,"['gcsi', 'gdsc']","['HCC1806', 'HCC1806']","['AP003465.1', 'AP003465.1']"
LINC01535,2,"['gcsi', 'gdsc']","['HCC1187', 'HCC1187']","['EXOSC10', 'EXOSC10']"
PGAP3,2,"['ccle', 'gdsc']","['ZR-75-30', 'ZR-75-30']","['CCN3', 'CCN3']"
PDP2,2,"['ccle', 'gdsc']","['ZR-75-30', 'ZR-75-30']","['AC124319.1', 'AC124319.1']"
LMO7,2,"['ccle', 'gdsc']","['UACC-812', 'UACC-812']","['SCEL', 'SCEL']"
AL611929.1,2,"['ccle', 'gdsc']","['SW948', 'SW948']","['AFDN', 'AFDN']"
RPSAP52,2,"['ccle', 'gdsc']","['RKO', 'RKO']","['HMGA2', 'HMGA2']"
MMP24OS,2,"['ccle', 'gdsc']","['HT55', 'HT55']","['EDEM2', 'EDEM2']"
ZYG11B,2,"['ccle', 'gdsc']","['HT-29', 'HT-29']","['SCP2', 'SCP2']"
CCZ1,2,"['ccle', 'gdsc']","['HT-115', 'HT-115']","['OCM', 'OCM']"
EIF4B,2,"['ccle', 'gdsc']","['HT-115', 'HT-115']","['KRT18', 'KRT18']"
NT5DC3,2,"['ccle', 'gdsc']","['HCT-15', 'HCT-15']","['TTC41P', 'TTC41P']"
PRRT3-AS1,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['TTLL3', 'TTLL3']"
PPP1R13L,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['PVR', 'PVR']"
ARHGEF10L,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['PADI6', 'PADI6']"
CD151,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['DRD4', 'DRD4']"
CCDC57,2,"['ccle', 'gdsc']","['HCC1806', 'HCC1806']","['CSNK1D', 'CSNK1D']"
AC027682.4,2,"['ccle', 'gdsc']","['HCC1187', 'HCC1187']","['AMPD3', 'AMPD3']"
ARHGAP10,2,"['ccle', 'gdsc']","['COLO-741', 'COLO-741']","['EDNRA', 'EDNRA']"
SRGAP2C,2,"['ccle', 'gcsi']","['UACC-812', 'UACC-812']","['PRPF3', 'PRPF3']"
PPIEL,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['INPP5B', 'INPP5B']"
UNC45A,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['DYRK1A', 'DYRK1A']"
LINC02241,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['AL669831.3', 'AL669831.3']"
LRP12,2,"['ccle', 'gcsi']","['NCI-H510A', 'NCI-H510A']","['AC022973.2', 'AC022973.2']"
RAB8B,2,"['ccle', 'gcsi']","['MDST8', 'MDST8']","['LINC02568', 'LINC02568']"
TANGO6,2,"['ccle', 'gcsi']","['MDA-MB-361', 'MDA-MB-361']","['CES4A', 'CES4A']"
MED13,2,"['ccle', 'gcsi']","['MDA-MB-361', 'MDA-MB-361']","['BRIP1', 'BRIP1']"
PPP2R2C,2,"['ccle', 'gcsi']","['MDA-MB-361', 'MDA-MB-361']","['ADD1', 'ADD1']"
PRKRIP1,2,"['ccle', 'gcsi']","['COLO-741', 'COLO-741']","['ST7', 'ST7']"
PRKAG2,2,"['ccle', 'gcsi']","['COLO-741', 'COLO-741']","['LINC01006', 'LINC01006']"
