partner,#_occurences,labs_found_in,cells_found_in,partners
MSR1,7,"['ccle', 'ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['SW837', 'NCI-H510A', 'KNS-62', 'NCI-H510A', 'U-266', 'NCI-H510A', 'KNS-62']","['AC011586.2', 'AC011586.2', 'AC011586.2', 'AC011586.2', 'AC011586.2', 'AC011586.2', 'AC011586.2']"
AC017083.3,7,"['ccle', 'ccle', 'ccle', 'gcsi', 'gcsi', 'gcsi', 'gdsc']","['NCI-H510A', 'Set-2', 'KU812', 'NCI-H510A', 'Set-2', 'KU812', 'Set-2']","['CNRIP1', 'CNRIP1', 'CNRIP1', 'CNRIP1', 'CNRIP1', 'CNRIP1', 'CNRIP1']"
AC233699.1,6,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['DDX5', 'SRCIN1', 'DDX5', 'SRCIN1', 'SRCIN1', 'DDX5']"
SLC1A2,6,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['APIP', 'LMNTD2', 'APIP', 'LMNTD2', 'APIP', 'LMNTD2']"
VMP1,6,"['ccle', 'gcsi', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['MDA-MB-361', 'MDA-MB-361', 'SW1573', 'SUIT-2', 'MDA-MB-361', 'SW1573']","['BRIP1', 'BRIP1', 'CLTC', 'RPS6KB1', 'BRIP1', 'CLTC']"
RAD54B,6,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['SW837', 'ZR-75-30', 'SW837', 'ZR-75-30', 'SW837', 'ZR-75-30']","['RBM12B', 'PPM1D', 'RBM12B', 'PPM1D', 'RBM12B', 'PPM1D']"
BAIAP2L1,6,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['SW780', 'COLO-741', 'SW780', 'COLO-741', 'SW780', 'COLO-741']","['FGFR3', 'ST7', 'FGFR3', 'ST7', 'FGFR3', 'ST7']"
PDE8A,6,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['SW620', 'HCC1187', 'SW620', 'HCC1187', 'SW620', 'HCC1187']","['AKAP13', 'AKAP13', 'AKAP13', 'AKAP13', 'AKAP13', 'AKAP13']"
TMCC1,6,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['NCI-H510A', 'HCC1187', 'NCI-H510A', 'HCC1187', 'NCI-H510A', 'HCC1187']","['PLXND1', 'PLXND1', 'PLXND1', 'PLXND1', 'PLXND1', 'PLXND1']"
CASC8,6,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['HCT-15', 'HT-115', 'HCT-15', 'HT-115', 'HCT-15', 'HT-115']","['CASC19', 'CASC19', 'CASC19', 'CASC19', 'CASC19', 'CASC19']"
CEP112,6,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['HCC1806', 'MDA-MB-361', 'HCC1806', 'MDA-MB-361', 'HCC1806', 'MDA-MB-361']","['SMURF2', 'SUPT4H1', 'SMURF2', 'SUPT4H1', 'SMURF2', 'SUPT4H1']"
BAGE2,6,"['ccle', 'ccle', 'ccle', 'gcsi', 'gdsc', 'gdsc']","['NCI-H510A', 'MDA-MB-361', 'KARPAS-620', 'NCI-H510A', 'NCI-H510A', 'HCC1806']","['CU104787.1', 'CU104787.1', 'CU104787.1', 'CU104787.1', 'CU104787.1', 'CU104787.1']"
LTBP3,5,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['NEAT1', 'RF01957', 'NEAT1', 'RF01956', 'NEAT1']"
SMTNL1,5,"['ccle', 'gcsi', 'gdsc']","['HCC1187', 'HCC1187', 'HCC1187']","['CTNND1', 'TMX2', 'CTNND1', 'TMX2-CTNND1', 'CTNND1']"
PREX1,5,"['ccle', 'gcsi', 'gcsi', 'gdsc', 'gdsc']","['KARPAS-620', 'HCC1806', 'KARPAS-620', 'HCC1806', 'KARPAS-620']","['AL133342.1', 'AL133342.1', 'AL133342.1', 'AL133342.1', 'AL133342.1']"
AC106729.1,5,"['ccle', 'ccle', 'gcsi', 'gcsi', 'gdsc']","['KARPAS-620', 'COLO-741', 'KARPAS-620', 'U-266', 'KARPAS-620']","['AC106741.1', 'AC106741.1', 'AC106741.1', 'AC106741.1', 'AC106741.1']"
APOH,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['HT-29', 'HT-29', 'HT-29', 'HT-29']","['MTMR3', 'MTMR3', 'MTMR3', 'MTMR3']"
C16orf96,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['HCT-15', 'HCT-15', 'HCT-15', 'HCT-15']","['MGRN1', 'MGRN1', 'MGRN1', 'MGRN1']"
MAVS,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['HCT-116', 'HCT-116', 'HCT-116', 'HCT-116']","['PANK2', 'PANK2', 'PANK2', 'PANK2']"
AP3S1,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['HCT-116', 'HCT-116', 'HCT-116', 'HCT-116']","['COMMD10', 'COMMD10', 'COMMD10', 'COMMD10']"
KRAS,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['DU-145', 'DU-145', 'DU-145', 'DU-145']","['UBE2L3', 'UBE2L3', 'UBE2L3', 'UBE2L3']"
SLC25A21,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['DU-145', 'DU-145', 'DU-145', 'DU-145']","['RTRAF', 'RTRAF', 'RTRAF', 'RTRAF']"
RPL31P11,4,"['ccle', 'gcsi', 'gdsc', 'nci60']","['DU-145', 'DU-145', 'DU-145', 'DU-145']","['LDLR', 'LDLR', 'LDLR', 'LDLR']"
SLC13A2,4,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['ZFPM2-AS1', 'PPP1R16A', 'ZFPM2-AS1', 'ZFPM2-AS1']"
ZCCHC7,4,"['ccle', 'gcsi', 'gdsc']","['SU-DHL-6', 'SU-DHL-6', 'SU-DHL-6']","['PVT1', 'PVT1', 'PVT1', 'MIR1204']"
GPI,4,"['ccle', 'ccle', 'gcsi', 'gdsc']","['SW1463', 'HCT-15', 'HCT-15', 'HCT-15']","['KANSL1', 'UBA2', 'UBA2', 'UBA2']"
AC018714.2,4,"['ccle', 'ccle', 'gcsi', 'gdsc']","['HCT-15', 'HT-115', 'HT-115', 'HT-115']","['CASC19', 'CASC19', 'CASC19', 'CASC19']"
AL691520.1,3,"['gcsi', 'gdsc', 'gdsc']","['KARPAS-620', 'NCI-H510A', 'KARPAS-620']","['AL033530.1', 'AL033530.1', 'AL033530.1']"
AC005562.1,3,"['gcsi', 'gdsc']","['UACC-812', 'UACC-812']","['PHF12', 'EFCAB5', 'PHF12']"
CNR1,3,"['gcsi', 'gcsi', 'gdsc']","['MDA-MB-361', 'KARPAS-620', 'MDA-MB-361']","['AL139042.1', 'AL139042.1', 'AL139042.1']"
OPRD1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['ZMYM4', 'ZMYM4', 'ZMYM4']"
CWC25,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['USP32', 'USP32', 'USP32']"
SMURF2,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['USP32', 'USP32', 'USP32']"
LASP1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['TRPS1', 'TRPS1', 'TRPS1']"
LINC02071,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['TAOK1', 'TAOK1', 'TAOK1']"
AC111149.2,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['PRKDC', 'PRKDC', 'PRKDC']"
ZFPM2-AS1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['PPP1R16A', 'PPP1R16A', 'PPP1R16A']"
TRAPPC9,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['PPM1D', 'PPM1D', 'PPM1D']"
ENPP2,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['PLEC', 'PLEC', 'PLEC']"
AC068413.1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['PHF20L1', 'PHF20L1', 'PHF20L1']"
TOP1MT,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['NFE2L1', 'NFE2L1', 'NFE2L1']"
AF228727.1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['MYO18A', 'MYO18A', 'MYO18A']"
TIMM23,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['HYLS1', 'HYLS1', 'HYLS1']"
AC023794.1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['HOXC6', 'HOXC6', 'HOXC6']"
BCAS3,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['ERBB2', 'ERBB2', 'ERBB2']"
DEPTOR,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['DDX5', 'DDX5', 'DDX5']"
AP005717.2,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['DDX5', 'DDX5', 'DDX5']"
RAB10,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['CENPO', 'CENPO', 'CENPO']"
HOXB9,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['BCAS3', 'BCAS3', 'BCAS3']"
TMEM71,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['BCAS3', 'BCAS3', 'BCAS3']"
TACC1,3,"['ccle', 'gcsi', 'gdsc']","['ZR-75-30', 'ZR-75-30', 'ZR-75-30']","['AC124319.1', 'AC124319.1', 'AC124319.1']"
KIF6,3,"['ccle', 'gcsi', 'gdsc']","['YAPC', 'YAPC', 'YAPC']","['VEGFA', 'VEGFA', 'VEGFA']"
RIPPLY3,3,"['ccle', 'gcsi', 'gdsc']","['YAPC', 'YAPC', 'YAPC']","['SIM2', 'SIM2', 'SIM2']"
PLCH2,3,"['ccle', 'gcsi', 'gdsc']","['YAPC', 'YAPC', 'YAPC']","['MEGF6', 'MEGF6', 'MEGF6']"
PSMA4,3,"['ccle', 'gcsi', 'gdsc']","['WSU-DLCL2', 'WSU-DLCL2', 'WSU-DLCL2']","['TP53BP1', 'TP53BP1', 'TP53BP1']"
ERBB2,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['WIPF2', 'WIPF2', 'WIPF2']"
AKT3,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['WARS2', 'WARS2', 'WARS2']"
PRPF3,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['SRGAP2C', 'SRGAP2C', 'SRGAP2']"
CTSS,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['RRNAD1', 'RRNAD1', 'RRNAD1']"
SRGAP2,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['PRPF3', 'PRPF3', 'PRPF3']"
SNX27,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['PPP1R12B', 'PPP1R12B', 'PPP1R12B']"
AC239809.1,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['NBPF26', 'NBPF26', 'NBPF26']"
CSF3,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['LASP1', 'LASP1', 'LASP1']"
S100A10,3,"['ccle', 'gcsi', 'gdsc']","['UACC-812', 'UACC-812', 'UACC-812']","['HDGF', 'HDGF', 'HDGF']"
ARFIP1,3,"['ccle', 'gcsi', 'gdsc']","['U-266', 'U-266', 'U-266']","['FNDC3B', 'FNDC3B', 'FNDC3B']"
TMEM106B,3,"['ccle', 'gcsi', 'gdsc']","['U-266', 'U-266', 'U-266']","['COX16', 'COX16', 'COX16']"
FNDC3B,3,"['ccle', 'gcsi', 'gdsc']","['U-266', 'U-266', 'U-266']","['ARFIP1', 'ARFIP1', 'ARFIP1']"
NOL4L,3,"['ccle', 'gcsi', 'gdsc']","['Set-2', 'Set-2', 'Set-2']","['FO393400.1', 'FO393400.1', 'FO393400.1']"
LINC02340,3,"['ccle', 'gcsi', 'gdsc']","['SW948', 'SW948', 'SW948']","['USP12', 'USP12', 'USP12']"
RAB1A,3,"['ccle', 'gcsi', 'gdsc']","['SW837', 'SW837', 'SW837']","['SPRED2', 'SPRED2', 'SPRED2']"
PTGER3,3,"['ccle', 'gcsi', 'gdsc']","['SW837', 'SW837', 'SW837']","['ANKRD13C', 'ANKRD13C', 'ANKRD13C']"
PCSK5,3,"['ccle', 'gcsi', 'gdsc']","['SW780', 'SW780', 'SW780']","['RABGAP1', 'RABGAP1', 'RABGAP1']"
NMRK1,3,"['ccle', 'gcsi', 'gdsc']","['SW780', 'SW780', 'SW780']","['GSN', 'GSN', 'GSN']"
EVI5,3,"['ccle', 'gcsi', 'gdsc']","['SW780', 'SW780', 'SW780']","['CCDC18-AS1', 'CCDC18-AS1', 'CCDC18-AS1']"
BAIAP2,3,"['ccle', 'gcsi', 'gdsc']","['SW780', 'SW780', 'SW780']","['AC124319.1', 'AC124319.1', 'AC124319.1']"
FAXC,3,"['ccle', 'gcsi', 'gdsc']","['SW620', 'SW620', 'SW620']","['USP45', 'USP45', 'USP45']"
ZNF346,3,"['ccle', 'gcsi', 'gdsc']","['SW620', 'SW620', 'SW620']","['NSD1', 'NSD1', 'NSD1']"
AC073968.2,3,"['ccle', 'gcsi', 'gdsc']","['SW620', 'SW620', 'SW620']","['CDH13', 'CDH13', 'CDH13']"
AC010197.1,3,"['ccle', 'gcsi', 'gdsc']","['SW620', 'SW620', 'SW620']","['ARNTL2', 'ARNTL2', 'ARNTL2']"
EHMT1,3,"['ccle', 'gcsi', 'gdsc']","['SW48', 'SW48', 'SW48']","['ARRDC1', 'ARRDC1', 'ARRDC1']"
VWA8,3,"['ccle', 'gcsi', 'gdsc']","['SW403', 'SW403', 'SW403']","['DNAJC3', 'DNAJC3', 'DNAJC3']"
TMSB10,3,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['TCF7L1', 'TCF7L1', 'TCF7L1']"
DDX5,3,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['SMURF2', 'SMURF2', 'SMURF2']"
DCC,3,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['ME2', 'ME2', 'ME2']"
NEBL,3,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['LINC02643', 'LINC02643', 'LINC02643']"
TSPAN33,3,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['LARP4B', 'LARP4B', 'LARP4B']"
AC005185.1,3,"['ccle', 'gcsi', 'gdsc']","['SW1573', 'SW1573', 'SW1573']","['IL1RAPL1', 'IL1RAPL1', 'IL1RAPL1']"
LRR1,3,"['ccle', 'gcsi', 'gdsc']","['SW1463', 'SW1463', 'SW1463']","['RPL36AL', 'RPL36AL', 'RPL36AL']"
RPL36AL,3,"['ccle', 'gcsi', 'gdsc']","['SW1463', 'SW1463', 'SW1463']","['LRR1', 'LRR1', 'LRR1']"
SNTG1,3,"['ccle', 'gcsi', 'gdsc']","['SW1463', 'SW1463', 'SW1463']","['ATP5F1A', 'ATP5F1A', 'ATP5F1A']"
VRK3,3,"['ccle', 'gcsi', 'gdsc']","['SW1463', 'SW1463', 'SW1463']","['ARHGAP35', 'ARHGAP35', 'ARHGAP35']"
ENDOV,3,"['ccle', 'gcsi', 'gdsc']","['SUIT-2', 'SUIT-2', 'SUIT-2']","['TUBA1C', 'TUBA1C', 'TUBA1C']"
E2F6,3,"['ccle', 'gcsi', 'gdsc']","['SUIT-2', 'SUIT-2', 'SUIT-2']","['ROCK2', 'ROCK2', 'ROCK2']"
R3HDML,3,"['ccle', 'gcsi', 'gdsc']","['SUIT-2', 'SUIT-2', 'SUIT-2']","['HNF4A', 'HNF4A', 'HNF4A']"
FRG1KP,3,"['ccle', 'gcsi', 'gdsc']","['SU-DHL-6', 'SU-DHL-6', 'SU-DHL-6']","['POU2F2', 'POU2F2', 'POU2F2']"
SZRD1,3,"['ccle', 'gcsi', 'gdsc']","['SU-DHL-6', 'SU-DHL-6', 'SU-DHL-6']","['ICMT', 'ICMT', 'ICMT']"
IGH@-ext,3,"['ccle', 'gcsi', 'gdsc']","['SU-DHL-6', 'MDST8', 'MDST8']","['BCL2', 'NBEAP1', 'NBEAP1']"
MTSS1,3,"['ccle', 'gcsi', 'gdsc']","['SU-DHL-10', 'SU-DHL-10', 'SU-DHL-10']","['THOC2', 'THOC2', 'THOC2']"
ALK,3,"['ccle', 'gcsi', 'gdsc']","['SR', 'SR', 'SR']","['NPM1', 'NPM1', 'NPM1']"
DAPK2,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['SPG11', 'SPG11', 'SPG11']"
PLCH1,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['SLC33A1', 'SLC33A1', 'SLC33A1']"
C5,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['RAB14', 'RAB14', 'RAB14']"
IQCH,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['PAQR5', 'PAQR5', 'PAQR5']"
CHRFAM7A,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['FAN1', 'FAN1', 'FAN1']"
USP3,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['CYFIP1', 'CYFIP1', 'CYFIP1']"
STARD9,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['CHD2', 'CHD2', 'CHD2']"
AC015712.1,3,"['ccle', 'gcsi', 'gdsc']","['SNU-C1', 'SNU-C1', 'SNU-C1']","['CEMIP', 'CEMIP', 'CEMIP']"
ACO2,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['XRCC6', 'XRCC6', 'XRCC6']"
AGRN,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['VPS8', 'VPS8', 'VPS8']"
PIK3C3,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['TWSG1', 'TWSG1', 'TWSG1']"
LINC02142,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['TRIO', 'TRIO', 'TRIO']"
SMYD3,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['TBC1D3L', 'TBC1D3D', 'TBC1D3D']"
PCDH9-AS1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['RAP2A', 'RAP2A', 'RAP2A']"
DCTN2,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['R3HDM2', 'R3HDM2', 'R3HDM2']"
PKHD1L1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['PTK2', 'PTK2', 'PTK2']"
HEATR3,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['PPP4R3A', 'PPP4R3A', 'PPP4R3A']"
ESRP1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['PKHD1L1', 'PKHD1L1', 'PKHD1L1']"
AC009060.1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['PDXDC2P', 'PDXDC2P', 'PDXDC2P']"
AL159156.1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['PDS5B', 'PDS5B', 'PDS5B']"
SKAP1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['NFE2L1', 'NFE2L1', 'NFE2L1']"
HEYL,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['MACF1', 'MACF1', 'MACF1']"
PCAT1,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['KCNQ3', 'KCNQ3', 'KCNQ3']"
UBE2B,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['JADE2', 'JADE2', 'JADE2']"
BEND3,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['HDAC2', 'HDAC2', 'HDAC2']"
TRPC4,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['FBXL3', 'FBXL3', 'FBXL3']"
ENPEP,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['ELOVL6', 'ELOVL6', 'ELOVL6']"
KLF3,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['CYLD', 'CYLD', 'CYLD']"
LINC02241,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['CAPZB', 'CAPZB', 'CAPZB']"
SFTA3,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['BAZ1A', 'BAZ1A', 'BAZ1A']"
MRPL45,3,"['ccle', 'gcsi', 'gdsc']","['NCI-H510A', 'NCI-H510A', 'NCI-H510A']","['ARHGAP23', 'ARHGAP23', 'ARHGAP23']"
